MotionControl6_49.0.1
4000;1;"******* Version: %1 *******"
4000;2;"Incompatible version of PCALL header files (%1). At least version %2 required"
4000;3;"Interface %1 of version %2 is not compatible with the installed Mc version (%3)"
4000;10;"Function %1 not yet implemented"
4000;11;"Exceeding cycle time for MCU update (%1 %%)"
4000;15;"Create end point '%1': %2 (%3)"
4000;16;"End point type %1 could not be declared."
4000;17;"Invalid timestep object."
4000;18;"Message Instance Number is always 0."
4000;20;"PCall '%1' not found."
4000;25;"%1: Message queue overflow (%2)."
4000;30;"%1: Cannot open file: '%2' (%3)"
4000;31;"%1: Write to file error: '%2' (%3)"
4000;32;"%1: Read from file error: '%2' (%3)"
4000;33;"%1: Delete file: '%2' (%3)"
4000;40;"Can't read int-value '%1.%2'"
4000;41;"Can't read uint-value '%1.%2'"
4000;42;"Can't read real-value '%1.%2'"
4000;43;"Can't read string-value '%1.%2'"
4000;44;"Can't read interface: '%1.%2'"
4000;45;"Int-value '%1.%2' out of range [%3..%4]"
4000;46;"Uint-value '%1.%2' out of range [%3..%4]"
4000;47;"Real-value '%1.%2' out of range [%3..%4]"
4000;51;"Invalid object (ID %1) could not be added to database"
4000;52;"Application Error: MCU database rejects object <%3> %2 (address: %1)"
4000;53;"Function call %1 with non-existing object <%2> (ID %3)"
4000;54;"Function call %1 with wrong object <%2> (ID %3)"
4000;55;"Object with ID <%1> is not of type <%2> (%3)"
4000;56;"The system's MCU pool is depleted (%1 kB used)"
4000;57;"The system's MCU heap is depleted. (configured size: %1 kB)"
4000;58;"Robot stop, because configured size of MCU database is too low. (configured dataBaseSize = %1)"
4000;59;"Kinematic %1 must not be deleted."
4000;70;"Data base utilization factor already at %1 %%"
4000;71;"Already released object %1 (ID %2) is being re-used (%3)."
4000;100;"Invalid member data in transformation %1 (ID %2)."
4000;101;"Transformation %1 (ID %2) uses an invalid update object (address: %3)."
4000;102;"Recursive definition of reference system %3 (ID %4) in transformation %1 (ID %2)."
4000;103;"Transformation %1 (ID %2) uses an invalid reference system (%3 )."
4000;104;"Update failed (update obj. %3) in transformation %1 (ID %2)."
4000;130;"Exceeding number of auxiliary joints %3 (max. %4) in position %1 (ID %2)."
4000;131;"Pos. %1 (ID %2) of kin. %3 (ID %4) is incompatible with pos. %5 (ID %6) of kin. %7 (ID %8)."
4000;132;"Pos. %1 (ID %2) with %3 aux. joints is incompatible with pos. %4 (ID %5) with %6 aux. joints."
4000;133;"Invalid path position: path %1 (ID %2), motion command %3 (ID %4), parameter %5."
4000;134;"Number of main joints (%1) of position %2 is incompatible with kinematic %3 (%4 main joints)."
4000;135;"Joint position %1 is applied to invalid kinematic."
4000;136;"Number of main joints (%1) is less than number of wrist joints (%2) in position (%3)."
4000;137;"Invalid joints offset object (ID %1) in position (%2)"
4000;138;"Wrist-joint position %1 has joints offset or moving reference system."
4000;159;"Motion command %1, parameter %2."
4000;160;"Invalid position %1 in motion command %2 (ID %3)."
4000;161;"Motion command %1 (ID %2) contains invalid interpolation object."
4000;162;"Invalid auxiliary position for circle in motion command %1 (ID %2)."
4000;163;"Cannot calculate circle in motion command %1 (ID %2)."
4000;164;"Target mode %4 in motion command %1 (ID %2) not reachable (kin. %5, current mode: %3)."
4000;165;"Invalid orientation interpolation type %1."
4000;166;"Configured maximum torque of joint no. %1 is extremely low: %2. Torque limiting impossible."
4000;167;"Incompatible orientation interpolation type %1 in spline command %2 (ID %3)."
4000;168;"Incompatible tool %1 (ID %2) in spline command %3 (ID %4)."
4000;169;"Trying to create a circular segment which is variable"
4000;170;"Setting kinematic <%5> on path <%4> with wrong mode (%2); path position needs mode %3 - <%1>."
4000;171;"%5: User mode (%3) of target position <%7> of %6segment <%4> differs in flag <%8> from mode (%2) at start (<%1>)."
4000;172;"%5: Mode (%3) of target position <%7> of %6segment <%4> differs in flag <%8> from mode (%2) at start (<%1>)."
4000;173;"Wrist-joint target mode (%2) of %6segment <%4> is different to real target mode (%3)%7; kinematic <%5> - <%1>."
4000;174;"%5: Mode (%3) of start position <%7> of %6segment <%4> differs in flag <%8> from target mode (%2) of previous segment (<%1>)."
4000;175;"%4: %2Mode of start position <%6> of %5segment <%3> is unknown (<%1>)."
4000;176;"Mode of start position (%2) is different to user mode (%3) of segment <%4>; kinematic <%5> - <%1>."
4000;177;"Provided user mode (%2) is different to real target mode (%3) of segment <%4>; kinematic <%5> - <%1>."
4000;178;"Overlap skipped because mode of overlap start position (%2) is different to target mode (%3) of segment <%4>; kinematic <%5> - <%1>."
4000;179;"%5: Mode (%2) at overlap start of segment <%4> differs in flag <%6> from target mode (%3) (<%1>)."
4000;180;"PTP on moving object %1 (ID %2)."
4000;181;"Motion command on moving object is too short: %1 %2 (ID %3)."
4000;182;"Excessive orientation change relative to circular plane of %1 deg (max. %2 deg) on segment %3 (ID %4)."
4000;183;"Incompatible external tool %1 in motion command %2."
4000;190;"Cannot open motion file %1."
4000;191;"Cannot read line %2 in motion file %1."
4000;192;"Not enough positions in motion file %1."
4000;193;"First position in motion file %1 leads to a leap."
4000;200;"Invalid overlap data: path %1 (ID %2), segment position on path: %3."
4000;201;"Invalid segment handler: path %1 (ID %2), segment position on path: %3."
4000;202;"Invalid path data in path %1 (ID %2)."
4000;203;"Invalid acceleration reduction profile in path %1 (ID %2)."
4000;204;"New motion command (ID %1) to path %2 (ID %3) failed."
4000;205;"Segment handler %1 not found in path %2 (ID %3)."
4000;206;"Parameter calculation failed for provided overlap data."
4000;207;"Path with ID %1 does not exist."
4000;208;"McuClearPath impossible. Kinematic is still on path %1"
4000;209;"Invalid kinematic ID %1 for path ID %2."
4000;210;"TargetMode needed for a defined motion out of a singular or undefined mode position (%1 (ID %2))."
4000;211;"No macro line number stored in user data of position %1."
4000;212;"Function operating on object %1 (ID: %2) does not terminate."
4000;230;"Invalid overlap data %1 (ID %2)."
4000;231;"Overlap data provided for non-overlapping segment."
4000;232;"Missing interpolation object for overlap data %1 (ID %2) Typ: %3."
4000;233;"Invalid segment handler for overlap calculation %1 (ID %2) Typ: %3, SegHdl1: %4 SegHdl2: %5."
4000;234;"Overlap position %1 could not be calculated. Motion command %2 (ID %3)."
4000;235;"Invalid waiting time %3 in overlap data %1 (ID %2)."
4000;236;"Invalid %3. parameter (%4) in overlap data %1 (ID %2)."
4000;237;"Invalid overlap type %1."
4000;238;"Invalid overlap definition type %1."
4000;240;"Window for PTP pick&place segment %1 is not a principal plane at %2"
4000;241;"Movement of PTP pick&place segment %1 is out of window at %2"
4000;260;"Invalid dynamics data %1 (ID %2), component group %3."
4000;261;"Invalid acceleration profile in dynamics %1 (ID %2)"
4000;262;"Invalid deceleration profile in dynamics %1 (ID %2)"
4000;263;"Dynamics data %1 (ID %2): component group %3 invalid"
4000;264;"Programmed cart. velocity %4 (component %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;265;"Programmed cart. acceleration %4 (component %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;266;"Programmed cart. deceleration %4 (component %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;267;"Programmed cart. jerk %4 (component %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;268;"Profile %1 (ID %2) contains invalid data"
4000;269;"Kin. %1 (ID %2): excessive velocity %4 of reduced dynamics (comp. %3). Value from regular dynamic used."
4000;270;"Programmed velocity %5 for joint %4 (comp. %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;271;"Programmed acceleration %5 for joint %4 (comp. %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;272;"Programmed deceleration %5 for joint %4 (comp. %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;273;"Programmed jerk %5 for joint %4 (comp. %3) must be greater than 0. Dynamics %1 (addr. %2) invalid."
4000;274;"Asymmetrical Ramp %1 (Type %2) not supported, corrected to symmetrical Ramp"
4000;300;"No inverse transformation available for kinematic %1 (ID %2)"
4000;301;"Robot stops because of previous error; kinematic %1 (ID %2), motion command %3 (ID %4), parameter %5"
4000;302;"Robot type (%1 joints) incompatible with kinematic %2 (%3 joints configured)"
4000;303;"Kinematic %1: inverse transformation only possible if forward transformation = ON"
