RobotControl_4.43.0
50;111;"Fatal internal error: '%1'"
50;119;"Kinematic %1 is not configured %3"
50;148;"%1: Fatal error in internal reference system administration %3"
50;171;"Unit '%1' couldn't be attached to a robot"
50;203;"Needed configuration missing: %1"
50;208;"%1: Creating a dynamic failed %3"
50;209;"Cannot add object '%1' to symboltree - errorcode: %2"
50;241;"%1: McuCreateOverlap failed %3"
50;259;"Drive %1 is not present in PLC-interface (robot: %2)"
50;260;"Drive %1 (simulated drive) could not be created"
50;261;"Drive %1 (%2, catalog-path: %3) could not be created"
50;262;"Drive %1 (catalog-path: %3) could not be created - type of drive %2 is not supported yet"
50;263;"Drive %1 could not be created - unknown type of drive (catalog-path: %2)"
50;264;"Drive %1 could not be created - drive not found in catalog"
50;265;"Robot %1 (%2) could not be created"
50;266;"Failure during setup of robot %1"
50;267;"No name configured for drive %1 (robot: %2)"
50;268;"Catalogentry for drive %1 not found (robot: %2)"
50;269;"Catalogpath for drive %1 couldn't be read (robot: %2)"
50;270;"Gantry-Object: '%1' could not be initialized. Invalid configuration (%2)"
50;271;"Illegal config entry: '%1' - delete entry"
50;272;"Simulated drive %1 could not be created - drive exists in IO-system (catalog-path: %2, robot: %3)"
50;273;"%1: Robotbase not appropriate when using simplified cartesian positions (invalid configuration)"
50;274;"%1: Simplified cartesian positions not available for this robot-type (invalid configuration)"
50;275;"SingleAxis %1 (%2) could not be created"
50;280;"'%1' is missing in catalog - stopping system"
50;281;"Configured hand terminal %1 for %2 is missing in configuration"
50;290;"This RobotControl version can't be used on this controller."
50;292;"No licence!"
50;295;"Invalid robot type - only cartesian robots are supported."
50;1000;"EXCEPTION in PLC motion / robot update task."
50;1010;"Control Authority not granted to handterminal '%2' (IP: %1) since no handterminal is configured."
50;1011;"Control authority not granted to Teachview-simulation '%2' (IP: %1) since no handterminal is configured."
50;1012;"Control authority not granted to KAIROEdit (IP: %1) since no handterminal is configured."
50;1013;"Control authority not granted to connected visualisation panel (IP: %1) since no handterminal is configured."
50;1051;"Unable to deduce robot for command '%1' %3"
50;1060;"Command '%1' is already active %3"
50;1070;"Command '%1' is no longer available %3"
50;1101;"Drive %1: no reaction upon reset error %3"
50;1102;"Drive %1: error launched %3"
50;1103;"Drive %1: drag error launched %3"
50;1104;"Drive %1: limit switch reached (%2) %3"
50;1105;"%1: Program execution not possible, because of unreferenced drives."
50;1106;"%1: HandleGripper failed %3"
50;1107;"%1: McuReadRampFactor failed %3"
50;1109;"%1: Conditions for cartesian jogging are not fulfilled any more."
50;1110;"Kinematic %1: repeated call of StartVeloControl %3"
50;1111;"%1: Setting interpolator on path failed %3"
50;1112;"Kinematic %1: McuStartInterpolator failed %3"
50;1113;"Kinematic %1: McuStopInterpolator failed %3"
50;1114;"Kinematic %1: McuStopJoints failed %3"
50;1115;"%1: McuMove failed %3"
50;1116;"%1: McuStopMove failed %3"
50;1117;"Kinematic %1: lost condition for motion mode %3"
50;1118;"Internal error in function '%1' (called from '%2') occured"
50;1119;"%1: Interpolator not ready after setting path position %3"
50;1120;"Kinematic %1 has too many joints %3"
50;1121;"%1: McuStopMicroIP failed %3"
50;1122;"%1: Robot not ready, movement not possible (requested mode: %2)."
50;1123;"%1: repeated call of StartUp %3"
50;1124;"%1: invalid mainmode inputs %3"
50;1125;"%1: McuAppendToPath failed %3"
50;1126;"%1: missing default settings %3"
50;1127;"%1: parameter out of range: admissible range: %2 %3"
50;1128;"Call of '%1' not allowed, use '%2' instead %3"
50;1129;"Use of a pure virtual function in %1 %3"
50;1130;"%1: Teaching rejected because no kinematic was selected %3"
50;1131;"%2: Teaching '%1' rejected because position transformation failed %3"
50;1132;"%1: Teaching rejected because offsetobject invalid %3"
50;1133;"Invalid position value: %1 %3"
50;1134;"%1: cannot use position without inverse transformation %3"
50;1135;"McuCreatePosition failed in %1 %3"
50;1136;"%1: cannot move linear without inverse transformation %3"
50;1137;"%1: cannot move at a circle without inverse transformation %3"
50;1138;"A relative movement from moving position '%1' to static position '%2' is not permitted %3"
50;1139;"%1: not on ReposPath upon call of Repos %3"
50;1140;"Robot %1: Invalid axis (%4) selected in '%2' %3"
50;1141;"Robot %1: drive already connected in ApplyDrive %3"
50;1142;"Robot %1: McuApplyServo failed in ApplyDrive %3"
50;1143;"Robot %1: referencing rejected because of moving axes %3"
50;1144;"Robot %1: implausible start values for referenced drives rejected %3"
50;1145;"Failure when creating transformation '%1' in mc %3"
50;1146;"%1: Unable to update dependent reference systems %3"
50;1147;"%1: Cyclic dependence of reference systems %3"
50;1149;"%1: McuReadTrsf failed %3"
50;1150;"Could not create trigger '%1' because it is not possible to execute more than %2 triggers per segment %3"
50;1151;"Homing offset for '%1' out of range %3"
50;1152;"Tool '%1' couldn't be created, since the maximum number of tools (%2) is already present"
50;1153;"Selecting a robot from within a triggeraction is not allowed %3"
50;1154;"Tool '%1' couldn't be created, tool-data is invalid"
50;1155;"%1: Position type '%2' can not be used here %3"
50;1156;"Path may not start with a %2-segment (%1) %3"
50;1157;"There are active triggers for robot '%1' - it's not possible to wait on main run %3"
50;1158;"Could not create job '%1' %3"
50;1159;"Internal error: '%1' already selected, but selecting flow (id %2) does not exist (any more), program '%3' stopped"
50;1160;"'%1' already selected from program '%2', program '%3' stopped"
50;1161;"Drives of '%1' have been stopped during execution of program '%2'"
50;1165;"%2: Variable '%1' is not mapped"
50;1166;"%1: Jogging is not permitted (active main mode: %2)."
50;1167;"%1: Cartesian jogging not possible due to unreferenced drives."
50;1168;"%1: Jogging not possible due to missing operation release (active main mode: %2)."
50;1169;"%1: Jogging not possible due to a missing safety release (active main mode: %2)."
50;1170;"Unable to deduce kinematic for motioncommand %3"
50;1171;"The actual tool (%1) has been deleted and can't be used any more."
50;1172;"Tool %1 couldn't be set, mcu-id (%2) is invalid %3"
50;1173;"Tool couldn't be set, tool-index (%1) is invalid %3"
50;1174;"Unit '%1' couldn't be attached to a robot"
50;1175;"Unable to add object '%2' to ArrayList '%1'"
50;1176;"Unable to remove object '%2' from ArrayList '%1'"
50;1179;"Macro '%2' not permissible, since drives for '%1' have not been released yet %3"
50;1180;"%1: Program execution not possible, because interpolator for drive set values is not running %3"
50;1181;"%1: Program execution not possible, because generation of drive set values is not active %3"
50;1182;"Robot movement not possible, because of an active emergency stop"
50;1183;"External emergency stop active! Robot movement not possible."
50;1184;"%1: Program execution not possible due to pending errors."
50;1185;"Robot %1 not operational - PLC application is not running."
50;1186;"Robot movement not possible, because of an open safety door"
50;1187;"Robot movement not possible, due to the fact that the deadman button is not pressed"
50;1188;"%1: Program execution is not permitted (active main mode: %2)."
50;1189;"%1: Program execution not possible due to active limit switches."
50;1190;"Error during registration of kinematics (%1) %3"
50;1191;"Robot %1: Error during startup of the mc interpolator for set values %3"
50;1192;"Drive %1: Error launched (error-ID: %2) %3"
50;1194;"%1: Not all drives become ready during bootup - check configuration"
50;1195;"%1: Program execution not possible, since not all drives have been found."
50;1196;"%1: Program execution not possible, since not all drives are ready."
50;1197;"Homing not possible, since drives for '%1' have not been released %3"
50;1198;"%1: Program cannot be continued, because drive is not enabled %3"
50;1199;"Drive %1 has lost its reference"
50;1200;"%1: Teaching rejected because not all drives of the robot '%2' are referenced %3"
50;1201;"%1: Calculating the transformed position failed %3"
50;1202;"Referencesystem (%1) invalid %3"
50;1205;"Function '%1' called with param of invalid type %3"
50;1206;"Setting a message failed with errorcode: %1. Call: '%2' %3"
50;1209;"Cannot add object '%1' (type: %2) to symboltree - out of memory"
50;1210;"%1: Creating a dynamic failed %3"
50;1211;"Cannot add object '%1' to symboltree - errorcode: %2"
50;1212;"Cannot add object '%1' to symboltree - object already exists"
50;1213;"Cannot add object '%1' to symboltree - type '%2' does not exists"
50;1214;"Cannot delete object '%1'"
50;1215;"%1-key is not mapped %3"
50;1216;"%1: Startup of drive %2 failed %3"
50;1217;"%1: Failure while activating drives %3"
50;1218;"%1: Failure during quickstop of drive %2 %3"
50;1219;"Internal error: Switching '%1' to automatic mode failed %3"
50;1220;"Robot %1: resetting of the endless axis rejected because of moving axes %3"
50;1221;"Referencing drive %1 failed %3"
50;1222;"Cannot start homing for '%1' because homing mode is already active %3"
50;1223;"Robot '%1' cannot move because at least one drive is in homing mode %3"
50;1225;"%2: McuSetRefSysForActCartVals failed (RefSysId %1) %3"
50;1226;"%1: Failed to fetch McuId for RefSys %3"
50;1227;"%1: Referencesystem couldn't be created because all %2 systems are already used %3"
50;1228;"%1: Referencesystem '%2' couldn't be set as actual system %3"
50;1230;"Unsupported parameter (%1) %3"
50;1231;"Invalid configuration for joint %1 - %2 %3"
50;1232;"%1: McuCreateOverlap failed %3"
50;1233;"Mainmodemanager not started, due to the fact that the digital input of the deadman button is not mapped"
50;1234;"Mainmodemanager not started, due to the fact that the digital input of the safety door is not mapped"
50;1235;"Mainmodemanager not started, due to the fact that the digital input of the emergency stop is not mapped"
50;1236;"Mainmodemanager not started, due to the fact that the name for the mainmode %1 is not configured"
50;1237;"Mainmodemanager not started, due to the fact that the mode selection input (global or local) for mainmode %1 is not mapped"
50;1238;"%1: Mainmodemanager not started, due to the fact that the given mainmodemanager '%2' is not configured"
50;1239;"Mainmodemanager not started, due to the fact that more than one 'default-mode' is configured (Mainmode: %1)"
50;1240;"There was an attempt to fetch an invalid semaphore (%1) %3"
50;1242;"The actual path speed on segment '%1' is too low (actual: %2 mm/s, programmed: %3 mm/s)"
50;1245;"Calculating %1(%2) impossible - invalid value %3"
50;1247;"%1: Several main mode managers are attached to single axes."
50;1248;"%1: Too many main mode managers configured (max.: %2)"
50;1250;"Couldn't create Messagehandler %1 %3"
50;1251;"Invalid/improper message class (%1) at setting message - message has been set as error %3"
50;1254;"Function '%2(handle, name)' has been called with an invalid catalog handle (handle=0, name='%1')"
50;1255;"The mandatory parameter '%1' is missing in catalog"
50;1256;"The mandatory parameter '%1' (type: %2) couldn't be written to catalog"
50;1257;"Drive %1 has left operating state"
50;1260;"Given project is not valid in macro: 'LoadProgram'. %3"
50;1261;"Given program is not valid in macro: 'LoadProgram'. %3"
50;1262;"Robot macro in user event: '%1' is prohibited. %3"
50;1263;"Timeout of user event: '%1' exceeds limit: %2 msec."
50;1265;"Single axis %1 not initialized."
50;1266;"%1: Program execution not possible, because of an unreferenced drive."
50;1267;"%1: Position (%2) out of bounds (min: %3; max: %4)."
50;1268;"Internal error: '%1' already selected, but selecting flow (id %2) does not exist (any more), program '%3' stopped"
50;1269;"'%1' already selected from program '%2', program '%3' stopped."
50;1270;"Single axis '%1' stopped due to a vanished fullspeed-flag."
50;1271;"Unable to add single axis '%1'."
50;1273;"%1: Jogging not possible due to an active e-stop (active main mode: %2)."
50;1274;"%1: Jogging not possible due to an open safety door (active main mode: %2)."
50;1275;"%1: Jogging not possible due to a not pressed enabling switch (active main mode: %2)."
50;1278;"Referencesystem '%1' not appropriate when using simplified cartesian positions %3"
50;1279;"%1: Invalid movement of axis %2 while there where drives in standby-mode (position deviation: %3, max. tolerated deviation: %4)"
50;1280;"%1: Jogging with full speed enabled not possible due to a workspace violation (active main mode: %2) - switch to a main mode with reduced speed."
50;1281;"%1: Jogging with full speed enabled not possible due to a blockedspace violation (active main mode: %2) - switch to a main mode with reduced speed."
50;1282;"%1: Jogging not possible, because interpolator for drive set values is not running."
50;1283;"%1: Jogging not possible, because generation of drive set values is not active."
50;1284;"%1: Jogging not possible, since not all drives have been found."
50;1285;"%1: Jogging not possible, since not all drives are ready."
50;1286;"%1: Program execution not possible due to a missing safety release (active main mode: %2)."
50;1287;"%1: Program execution not possible due to missing operation release (active main mode: %2)."
